0.7272037,0.73016024,0.7420408,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.36764276,-2.0,-2.0,-2.0,0.3517594,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.4899489,0.48901248,0.54207957,0.54976326,0.39945927,0.39964673,-2.0,-2.0,0.7238183,0.72272044,0.7391629,0.4936686,0.7102372,0.7505374,-2.0,-2.0,0.6307097,0.6294184,-2.0,-2.0,0.72110474,0.4789284,-2.0,0.4686237,-2.0,-2.0,-2.0,0.75787324,-2.0,-2.0,0.7505733,-2.0,-2.0,-2.0,-2.0,-2.0,0.65295035,-2.0,0.50136435,0.50306135
-2.0,-2.0,0.56855214,-2.0,-2.0,0.53237015,0.49106547,0.5073331,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.24785925,0.3567727,0.37730706,0.42045188,0.44105878,0.3111699,0.3068216,0.4308538,0.45611987,0.66553384,0.6619636,0.363964,0.30779603,0.40505257,0.57468224,-2.0,-2.0,0.42278665,0.41768715,0.7197635,0.41091558,0.67200476,0.5081309,-2.0,0.50644934,-2.0,-2.0,-2.0,-2.0,0.4240945,-2.0,0.7173021,-2.0,0.4782339,-2.0,-2.0,-2.0,0.54809123,-2.0,0.38215312,0.40253705
-2.0,-2.0,0.73354983,-2.0,-2.0,0.6762579,0.651939,0.68054575,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.3071534,0.6062889,0.598316,0.7113148,0.67621714,0.4459229,0.46166977,0.6092514,0.62851304,0.87823284,0.8872682,0.8994152,0.5784369,0.7994593,0.7902977,-2.0,-2.0,0.56887245,0.58838326,0.8280678,0.615007,0.79940695,0.55996174,-2.0,0.48517635,-2.0,-2.0,-2.0,-2.0,0.42447838,-2.0,0.5712054,-2.0,-2.0,-2.0,-2.0,-2.0,0.71432555,-2.0,0.4992113,0.51577044
-2.0,-2.0,0.8783328,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.28391817,0.5085327,0.49880272,0.5888406,0.5641318,0.42001683,0.4136588,0.5825429,0.6150666,0.87063336,0.8906863,0.9219041,0.6017709,-2.0,0.8588977,-2.0,-2.0,0.5668688,0.551111,0.8734787,0.64513725,0.77892417,0.54070026,-2.0,0.48409772,-2.0,-2.0,-2.0,0.36293638,0.26231432,-2.0,0.45240045,-2.0,0.40404567,-2.0,-2.0,-2.0,-2.0,-2.0,0.6051728,-2.0
-2.0,-2.0,0.79694706,-2.0,-2.0,-2.0,-2.0,-2.0,0.6536965,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.6651501,0.645741,0.69645303,0.6825503,0.4862527,0.48378554,0.6015562,0.60211885,0.86434245,0.8427267,0.8763868,0.5667484,0.8102082,0.8216305,-2.0,-2.0,0.5906372,0.5891987,-2.0,0.58958286,0.7941404,0.55745685,-2.0,0.527904,-2.0,-2.0,-2.0,0.6352794,-2.0,-2.0,0.6791795,-2.0,0.5139747,0.50464445,-2.0,-2.0,0.70648795,-2.0,0.49517667,0.4926727
-2.0,-2.0,0.7724864,-2.0,-2.0,-2.0,-2.0,-2.0,0.6901902,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.73704666,0.7305663,0.7813925,0.7912988,0.5586248,0.5226493,0.677477,0.6780811,0.8947314,0.89607424,0.9080584,0.6196308,0.8026715,0.76465416,-2.0,-2.0,0.50650334,0.5068787,-2.0,0.5178087,0.6858105,0.48802823,-2.0,0.44433287,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.58534795,0.61341166,0.44900262,0.4469401,-2.0,-2.0,0.71121216,-2.0,0.50056434,0.49387017
0.8048341,0.79631597,0.84015685,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.49065548,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.74887854,0.7430292,0.8006163,0.8025931,0.56341594,0.57194763,-2.0,-2.0,0.9066034,0.9154266,0.90592164,0.6325807,-2.0,0.8046986,0.5248769,0.51849943,0.60186607,0.5923112,-2.0,-2.0,0.8013631,0.5556415,-2.0,0.50448024,-2.0,0.46092612,-2.0,-2.0,0.5032853,-2.0,0.7411404,-2.0,-2.0,-2.0,0.47138712,-2.0,-2.0,0.81732136,0.5815452,-2.0
0.8116566,0.8076831,0.7790765,-2.0,-2.0,0.71442103,0.75212115,0.7153758,-2.0,0.4194938,-2.0,-2.0,0.5767162,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.5537312,0.54956484,-2.0,-2.0,0.4327643,0.43807364,0.5759677,0.5898895,0.80310214,0.78391814,0.81095827,0.57223046,0.8237147,0.84732586,-2.0,-2.0,0.66167414,0.65660477,-2.0,-2.0,0.530684,0.39932737,-2.0,0.50042367,-2.0,-2.0,-2.0,0.81213295,-2.0,-2.0,0.79754364,0.59069836,0.42582372,0.45835134,-2.0,-2.0,-2.0,-2.0,0.6270991,0.6065255
-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.15140255,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.5280823,0.49729612,0.53564733,0.5520195,0.3899918,0.39301983,0.5389775,0.5425769,0.8071294,0.7990718,0.8501114,0.5507906,0.8312983,0.83815426,0.647381,0.6591243,0.4359028,0.39192232,-2.0,0.50117505,0.7640336,0.5362084,-2.0,0.4858394,-2.0,-2.0,-2.0,-2.0,0.5543447,-2.0,0.7813344,-2.0,-2.0,0.4730107,-2.0,-2.0,0.7526862,-2.0,0.55642396,-2.0
-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.28532955,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.6187087,0.6211277,0.6935049,0.6669649,0.47989506,0.46182856,0.5923165,0.57898,0.8169037,0.81613433,0.81384623,0.52824754,0.8238287,0.85705394,0.6492636,0.69463295,0.43098125,0.42036092,-2.0,0.54246205,0.7961239,0.51273286,-2.0,0.5126446,-2.0,-2.0,-2.0,-2.0,0.5382748,-2.0,0.7688791,-2.0,-2.0,0.4861935,-2.0,-2.0,0.7404562,-2.0,0.57331884,-2.0
